battery_oc_v,efficiency,source_r_ohm,bms_limit_a,input_current_a,source_sag_v,battery_terminal_v,current_margin_a,bms_pass,voltage_margin_to_6v_cutoff_v
6.4,0.85,0.1,4.0,2.875,0.28750000000000003,6.112500000000001,1.125,True,0.11250000000000071
6.4,0.85,0.1,5.0,2.875,0.28750000000000003,6.112500000000001,2.125,True,0.11250000000000071
6.4,0.85,0.1,6.0,2.875,0.28750000000000003,6.112500000000001,3.125,True,0.11250000000000071
6.4,0.85,0.15,3.0,2.875,0.43124999999999997,5.96875,0.125,True,-0.03125
6.4,0.85,0.15,4.0,2.875,0.43124999999999997,5.96875,1.125,True,-0.03125
6.4,0.85,0.15,5.0,2.875,0.43124999999999997,5.96875,2.125,True,-0.03125
6.4,0.85,0.15,6.0,2.875,0.43124999999999997,5.96875,3.125,True,-0.03125
6.4,0.85,0.2,3.0,2.875,0.5750000000000001,5.825,0.125,True,-0.17499999999999982
6.4,0.85,0.2,4.0,2.875,0.5750000000000001,5.825,1.125,True,-0.17499999999999982
6.4,0.85,0.2,5.0,2.875,0.5750000000000001,5.825,2.125,True,-0.17499999999999982
6.4,0.85,0.2,6.0,2.875,0.5750000000000001,5.825,3.125,True,-0.17499999999999982
6.4,0.85,0.25,3.0,2.875,0.71875,5.68125,0.125,True,-0.31874999999999964
6.4,0.85,0.25,4.0,2.875,0.71875,5.68125,1.125,True,-0.31874999999999964
6.4,0.85,0.25,5.0,2.875,0.71875,5.68125,2.125,True,-0.31874999999999964
6.4,0.85,0.25,6.0,2.875,0.71875,5.68125,3.125,True,-0.31874999999999964
6.4,0.9,0.05,3.0,2.7152777777777772,0.13576388888888888,6.264236111111112,0.28472222222222276,True,0.2642361111111118
6.4,0.9,0.05,4.0,2.7152777777777772,0.13576388888888888,6.264236111111112,1.2847222222222228,True,0.2642361111111118
6.4,0.9,0.05,5.0,2.7152777777777772,0.13576388888888888,6.264236111111112,2.2847222222222228,True,0.2642361111111118
6.4,0.9,0.05,6.0,2.7152777777777772,0.13576388888888888,6.264236111111112,3.2847222222222228,True,0.2642361111111118
6.4,0.9,0.1,3.0,2.7152777777777772,0.27152777777777776,6.128472222222222,0.28472222222222276,True,0.12847222222222232
6.4,0.9,0.1,4.0,2.7152777777777772,0.27152777777777776,6.128472222222222,1.2847222222222228,True,0.12847222222222232
